Title,Genres,Rating,Popularity,Release Date,Cast,Overview,Vote_Count,TMDB_ID
Pocket Maar,Drama,0.0,0.0712,05-07-1974,"Dharmendra, Saira Banu, Prem Chopra, Mehmood, Nasir Hussain","After the passing away of son and daughter-in-law, prominent businessman, Rai, undertakes to look after his grand-daughter, Asha, with a lot of love and affection. When she grows old enough to be a ravishing beauty, he is anxious to get her married to the right man before he passes away. He finds out that Asha has a boyfriend by the name of Madan Malhotra, and although he has never met him, he disapproves of him, but finally gives in to Asha's wishes. When Madan returns from abroad, Rai is pleasantly surprised at Asha's choice and welcomes Madan with open arms. Shortly thereafter on his birthday, Rai formally announces their engagement. When Rai does not know is that Madan is not who he claims to be but is, in fact, a thief and pick-pocket by the name of Shankar, who has been hired by Asha to impersonate the real Madan. Watch what happens when the real Madan returns and attempts to assert his love for Asha.",0.0,
Manzilein Aur Bhi Hain,Drama,0.0,0.071,11-03-1974,"Gulshan Arora, Kabir Bedi, Mukesh Bhatt, Prema Narayan, Sudhir",Drama starring Gulshan Arora,0.0,
G Kutta Se,Drama,5.5,0.0707,16-06-2017,"Rajveer Singh, Neha Chauhan, Nitin Pandit, Rashmi Singh Somvanshi, Vibha Tyagi","In a small village not too far from Delhi, three lives explode around taboos of love and lust. Diksha, still just a girl, is caught unguarded on camera, besmirching the ""honor"" of her parents. Kiran, in love with the wrong boy, becomes the target of another man's lustful vengeance, ""dishonoring"" her family. And Virender, a young man cruising the streets at will, enjoys all the acts society forbids women, protecting or destroying their ""honor"" as he wills. Set in the badlands of Haryana, known for high rates of female feticide, G explores the murky world of sexual transgression and honor killings in India.",1.0,
Gandhi to Hitler,Drama,2.0,0.0707,29-07-2011,"Neha Dhupia, Aman Verma, Avijit Dutt, Nassar Abdulla, Nikita Anand","Chancellor Adolf Hitler assists Azad Hind Fauj, led by Subhas Chandra Bose, which include a group of Indians who are frustrated with the Gandhian manner of non-violence to compel the oppressive British to quit their country. Punjab-based Balbir Singh is one such member of the Fauj, who has left his wife, Amrita, and son, Veer, behind. Ironically, Amrita is a follower of Mohandas Gandhi, and patiently awaits her husband's return home. Mohandas writes to Adolf, addressing him as 'dear friend', imploring him to end the violence. The allies, which include America, Russia, Britain and France close in on the Germans, while Adolf, a little perturbed by defectors, but still in company of many loyal supporters, is determined to continue, and even makes preparations to wed his mistress of 12 years, Eva Braun. Meanwhile Balbir and the rest of the Fauj must risk their lives through treacherous territory..",2.0,
Do Mastane,Drama,0.0,0.0704,01-01-1958,"Geeta Bali, Nisar Ahmad Ansari, Motilal, Begum Para, Nigar Sultana",Do Mastane is a 1958 Hindi film directed by Harish Tara.,0.0,
Zindagi tumse,Drama,0.0,0.6129,01-11-2019,"Sadhana Singh, Guddi Maruti, Rajesh Puri, Vijay Ishwarlal Pawar, Shreechand Makhija",,0.0,
Chhota Bheem: Neeli Pahaadi,Drama,10.0,0.0702,01-01-2013,"Jigna Bhardwaj, Rupa Bhimani, Vatsal Dubey, Rajesh Kava, Julie Tejwani","Chhota Bheem and his close friends travel to Neeli Pahadi to save Dholakpur from Patalpur, a man who is planning a secret attack to destroy the village.",1.0,
Kirchiyaan,Drama,8.0,0.0699,30-01-2013,"Chitrangada Singh, Sushant Singh, Vipin Sharma",A real time story. How a bizarre incident in a Chhattarpur farm changes the lives of so many people. How the past comes back to redeem itself. How lives get shattered and cleaned up in just 15 minutes. How life offers a sudden opportunity to make it large in just one moment.,1.0,
Rajlakshmi,Drama,10.0,0.7483,31-08-1987,"Farooq Shaikh, Sujata Mehta, Ashwini Bhave, Ashalata Wabgaonkar, Ajit Vachani",,1.0,
Anand aur Anand,Drama,3.5,0.0696,01-01-1984,"Dev Anand, Raj Babbar, Rakhee Gulzar, Smita Patil, Natasha Sinha","Arun and his wife have been married for several years, but struggle to conceive. Then Arun has an extramarital affair and his lover gets pregnant.",2.0,
Humein Tumse Pyar Ho Gaya Chupke Chupke,Drama,0.0,0.0695,30-06-2003,"Meghna Desai, Siddharth Dhawan, Dinesh Hingoo, Shakti Kapoor, Kiran Kumar","Major Yamraj Singh and Professor Durander Lal have been friends for many years, live as neighbors, share meals, and would like their respective children, Raja and Rani to get married. At a well organized reception, they do announce their official engagement, little knowing that both dislike each other. While Rani is not decided about her future partner, Raja likes Manjit Singh, the daughter of Dildar Singh, who owns a trucking business.",0.0,
Captive,Drama,0.0,0.0694,28-10-2020,"Tanmay Dhanania, Indira Tiwari","'Nazarband', the National Award-winning filmmaker's first outing in Hindi, is inspired by a short story by much- revered Bengali writer Ashapurna Devi and depicts the journey of two young people.",0.0,
Aaba,Drama,0.0,0.0689,09-02-2017,"Dani Chunya, Johram Khopey, Dani Randa, Dani Sunku, Hage Yami",An orphan girl staying with her grandparents comes across the news of her grandfather being in the advanced stages of lung cancer and would probably survive just a few weeks. With not much to do the grandfather spends rest of his days revisiting his personal possessions and digging his own grave. But then life has its own surprises and does not take the path we plan.,0.0,
Kaala Aadmi,Drama,0.0,0.0686,01-01-1978,"Sunil Dutt, Saira Banu, Pran Sikand","Kaala Aadmi is a 1978 Bollywood film directed by Ramesh Lakhanpal. Movie starring Sunil Dutt, Saira Banu, Pran and is directed by Ramesh Lakhanpal.",0.0,
Vaishnav Jan Toh,Drama,0.0,0.0683,01-01-2010,"Jatin Goswami, Suhasini Mulay","Set in 1944, against the backdrop of Mahatma Gandhi's visit to a village, it is the story of a mother who faces a crisis and whose faith in Gandhi's message is put to test.",0.0,
Cycle Kick,Drama,7.0,0.0681,17-06-2011,"Nishan K. P. Nanaiah, Sunny Hinduja, Girija Oak, Ishita Sharma, Dwij Yadav","Ramu yearns to play football while his brother, Deva, wants a bicycle. The brothers are happy when they find an abandoned bicycle, but things start to go wrong when it is stolen from them.",1.0,
Pariah,Drama,5.5,0.068,01-05-2022,"Tanmay Dhanania, Sahil Mehta","A new tenant in his home, the enigmatic Pankaj intrigues Rahul stirring within him a yearning he doesn't quite understand yet. But there's trouble brewing when Pankaj's caste becomes known to the family. Pankaj, at odds with his feelings for a guy that are twice tabooed, struggles to keep a roof over his head. Conflicted by his growing love for a man his family considers beneath them, Rahul must decide what truly matters  age old prejudices or the joy of first love.",2.0,
Valmiki,Drama,0.0,0.0677,01-01-1946,"Shanta Apte, Pratima Devi, Vinay Kale, Prithviraj Kapoor, Raj Kapoor","Valmiki is a movie directed by Bhalji Pendharkar featuring Shanta Apte, Prithviraj Kapoor.",0.0,
Vallah Kya Baat Hai,Drama,0.0,0.0676,01-01-1962,"Shammi Kapoor, Bina Rai, Nishi, Abhi Bhattacharya, K.N. Singh",A gambler with a big heart becomes a suspect after a child goes missing.,0.0,
Bebaak,Drama,7.5,0.0676,23-05-2019,"Sarah Hashmi, Sheeba Chaddha, Vipin Sharma, Nawazuddin Siddiqui","Inspired by a true event, Bebaak is the story of Fatin, an economically vulnerable young woman, who gets chastised by a religious authority with blatant misogyny during a scholarship interview.",2.0,
Phoolwari,Drama,0.0,0.0674,17-10-1946,"Motilal, Khursheed, Madhubala, Dixit, Nazir Begum","A spoiled heiress scorns all suitors until a welfare officer's blunt honesty forces her to confront her arrogance. A misunderstanding nearly derails their engagement, sending her on a journey of regret and redemption to reunite with the man who changed her.",0.0,
Pashi,Drama,4.2,0.0673,14-04-2018,"Chetan Kanwar, John Negi, Kamayani Bisht, Savitri Devi Sunta","When his moms handsome friend unexpectedly shows up in the village, Ashish, a teenage boy living in a remote area of Himachal Pradesh, is swept in a whirlwind of desire and vivid fantasy. As he struggles to rein in his strong impulses, he learns about pashi, an ancient technique of trapping birds, and begins to practice it.",3.0,
Plus Minus,Drama,0.0,0.0672,14-09-2018,"Bhuvan Bam, Divya Dutta, Raj Singh Chaudhary, Neelu Kohli, Santosh Kumar Singh","Two strangers. Two perspectives. A cup of tea. An overnight train journey that will change the way we look at life forever. After all, every minus is half of a plus. Isnt it?",0.0,
Krorepati,Drama,0.0,0.0671,01-01-1961,"Kishore Kumar, Shashikala, K.N. Singh, Kumkum, Anoop Kumar",A movie stunt-man is recruited to impersonate a look-alike mentally unstable heir to a vast estate.,0.0,
Bhookha Sher,Drama,5.0,0.0671,31-08-2001,"Dharmendra, Hemant Birje, Shakti Kapoor, Sikander Khan, Kiran Kumar","Ganga is a young and beautiful girl. She is brutally raped by a a group of thugs that have terrorized her village. She pleads with the Goddess Durga, who empowers her with strength and a trident to exact her revenge, making her a hungry lion (bhooka sher).",0.0,
Haseenon Ka Devata,Drama,0.0,0.067,10-03-1971,"Sanjay Khan, Rekha, Sujit Kumar, Mohan Choti","Gopal intends to take over the entire region under Raja Saheb, by hook or by crook. Things go his way when Raja signs a power of attorney in his name, and then accidentally shoots and kills a young woman named Silky, Gopal persuades Raja to run and hide from the police. Raja's daughter, Sunita, is overseas, and when she returns home, she is befriended by a young man named Jai, who assures her that he is there to help her, and re-instate Raja. What Sunita does not know is that Jai is friendly with the very people who had helped Gopal overthrow Raja",0.0,
Namak,Drama,5.0,0.0667,20-12-1996,"Raza Murad, Sanjay Dutt, Shakti Kapoor, Prem Chopra, Gulshan Grover",Namak overview,2.0,
The Little Republic,Drama,0.0,0.0666,28-08-2002,"Alka Amin, Tannishtha Chatterjee, Mandakini Goswami, Rajendra Gupta, Harvinder Kaur","The women of a small Indian village band together when they discover a possible solution for a badly needed well, and the men of the village fail to do what needs to be done.",0.0,
Kaagaz Ki Nao,Drama,0.0,0.0666,01-01-1975,"Raj Kiran, Pradeep Kumar, Sarika","A social drama, it tackles the contradictions prevalent in society. Kumar, a respectable wealthy man to the outside world, in fact leads a life of debauchery. His son is just the contrary to his father. In the clash of the paths, the boy makes his father confess to his crimes. The boy, has a happy re-union with his mother, whom he considered all along to be dead.",0.0,
Haye Mera Dil,Drama,0.0,0.0666,01-01-1968,"Kishore Kumar, Kumkum, I.S. Johar, Raj Mehra, Laxmi Chhaya","Banwari steals Rs.10000 from his employer Manoharlal. Manohar files a police complaint, Banwari is caught and sent to jail. He breaks jail, kills Manohar and abducts his daughter Geeta as a revenge. Banwari brings up Geeta as Sangeeta, a famous stage dancer, as his daughter and makes money through her stage shows but he still wants Manohar's wealth and intend to blackmail Sangeeta's mother Kamla once she is found. Deepak, an educated but unemployed young man, is madly in love with Sangeeta but cannot approach her as she is a celebrity. He gets a chance one day and soon they fall in love.",0.0,
Phone Call,Drama,0.0,0.0662,30-07-2020,"Ayush Mehra, Aishwarya Narkar","A daily ritual of calling home, accelerates from a bad network to a bad mood. Dhruv hung up the phone call on his mother out of frustration and that's when his Mother decided to step out of the house.",0.0,
Jai Bhavani,Drama,0.0,0.0662,01-01-2000,"Sapna Sappu, Amit Pancholi, Rajnee, Anil Nagrath, Joginder","Film starring Rajni Chandra, Mohan Joshi and Shakti Kapoor",0.0,
Kinaara,Drama,0.0,0.0661,05-08-2022,"Ayush Thakur, Pragya Chaudhary","A series of conversation between two strangers from different class, age and gender who met under unlikely circumstances and reminiscence about their past.",0.0,
Gurudakshina,Drama,4.0,0.0661,19-03-2015,"Rajeev Pillai, Sulagna Panigrahi, Rajesh Shringarpure, Girish Karnad, Roopa Ganguly","An orphaned boy Dev is adopted by Guruji and brought to his dance academy in Kolkata, owing to his dancing skills. Impressed by his talent, guruji takes him under his wings. However, Dev's one-sided love for Guruji's daughter Sanjukta changes their lives forever. Sanjukta finds herself seduced by Chhau dancer Gambhira instead, who seems like a man of dubious intent. Turns out he is a Naxalite, on a secret mission.",1.0,
Ek Alag Mausam,Drama,0.0,0.0661,01-01-2003,"Nandita Das, Rajit Kapoor, Renuka Shahane, Anupam Kher, Sally Dynevor",A movie about an Indian woman who finds out that she is HIV positive.,0.0,
