Title,Genres,Rating,Popularity,Release Date,Cast,Overview,Vote_Count,TMDB_ID,Language,release_year,Genres_Source,Moods,Primary_Mood
baharon ke manzil,music,6.0,0.0615,1991-08-23,"mona ambegaonkar, rakesh bedi, roopesh kothari, reema lagoo, sunil lahri","three friends ram ,rahim and raymond from different cities come to bombay to make big in music industry they meet many people for work purpose but luck hasn't favored them yet.they come across asha whose left homeless in the city as the person she came to meet has been transferred somewhere else the trio decide to help her and shelter in their house.asha also has music talent and helps ram,rahim and raymond get work in films and other functions, they happened to get chance at a new year function where cops come and arrest the trio where they find that asha is not whom she claims but was in the city to meet her lover.",0.0,,hindi,1991.0,original,"joy, love",joy
hits of lata mangeshkar - vol .1,music,6.0,0.0,2018-01-01,lata mangeshkar,hits of lata mangeshkar - vol .1 - 45 original bollywood video songs,0.0,,hindi,2018.0,original,neutral,neutral
banjo,"music, action",4.545,1.4968,2016-09-23,"riteish deshmukh, nargis fakhri, aditya kumar, ram menon, dharmesh yelande",,11.0,,hindi,2016.0,original,"excitement, anger",excitement
aaj ke angaarey,"music, action",6.0,0.1121,1988-09-05,"hemant birje, raja duggal, gorilla, rohini hattangadi, ahmed khan","vidya is a school-teacher in love dale high school, and has approximately 12 children in her classroom. one day they decide to participate in a inter-school competition and travel out of town. their bus is stopped by a group of masked men, and all of them are taken captive, held for ransom in an isolated location.",0.0,,hindi,1988.0,original,love,love
yamla pagla deewana,"music, action, comedy, drama, romance",5.4,0.3405,2011-01-14,"dharmendra, sunny deol, bobby deol, kulraj randhawa, anupam kher",dharmendra and bobby play a crooked father-son pair based in varanasi. sunny plays a canada based upright man who gets to know after two decades that he has a father and brother in varanasi. the film is about sunny's journey to his past.,37.0,,hindi,2011.0,original,"excitement, anger",excitement
"chot [aaj isko, kal tereko]","music, action, crime",10.0,0.0604,2004-06-18,"ashutosh rana, sharad s. kapoor, nethra raghuraman, ganesh yadav, vineet kumar",corrupt mumbai policeman aids local property developer to force two brothers who own a dairy farm off their land.,1.0,,hindi,2004.0,original,"excitement, anger",excitement
yaadon ki baaraat,"music, action, drama",7.9,1.6896,1973-02-18,"dharmendra, zeenat aman, vijay arora, imtiaz khan, aamir khan","three brothers are separated after their parents are murdered by a gangster. years later, they find their paths intertwined around a family song.",27.0,,hindi,1973.0,original,caring,caring
fast forward,"music, action, drama",6.0,0.1006,2009-09-25,"vinod khanna, akshay kapoor, rehan khan, bhavna pani",a dance group faces challenges and betrayal after competing against reigning champions in an underground dance competition.,0.0,,hindi,2009.0,original,"excitement, anger",excitement
dashavatar,"music, animation, family",7.167,0.2974,2008-06-13,"shatrughan sinha, sachin khedekar, shreyas talpade, rupali ganguly, shishir sharma",two children are transported through time to learn about the 10 avatars of lord vishnu and discover that vishnu took on various incarnations to combat evil in every era.,6.0,,hindi,2008.0,original,curiosity,curiosity
laali ki shaadi mein laaddoo deewana,"music, comedy, drama",6.0,0.3382,2017-07-04,"vivaan shah, akshara haasan, gurmeet choudhary, sanjay mishra, darshan jariwala",laali and ladoo get trapped in a royal wedding that takes place in vadodara.,0.0,,hindi,2017.0,original,"joy, amusement",joy
pyaar mein twist,"music, comedy, drama",6.3,0.1109,2005-02-09,"rishi kapoor, dimple kapadia, kishori shahane, soha ali khan, sammir dattani","with their respective children's' marriages about to take place, two middle-aged single parents fall in love.",3.0,,hindi,2005.0,original,love,love
manchali,"music, comedy, romance",6.0,0.1822,1973-10-26,"sanjeev kumar, leena chandavarkar, nirupa roy","one condition prevents young leena (leena chandravarkar) from receiving her inheritance: she's unwed -- and until she marries, her uncle won't relinquish her legacy. when the frustrated leena meets jobless sanjeev (sanjeev kumar), the duo concocts a quid-pro-quo scheme: for a sum, sanjeev will temporarily pose as her spouse. but once leena has her fortune in hand, she's ready for ""hubby"" to make tracks.",3.0,,hindi,1973.0,original,"joy, amusement",joy
bas yun hi,"music, comedy, romance",6.0,0.0602,2003-01-01,"purab kohli, nandita das, rajiv gopalakrishnan, tannishtha chatterjee, sameer malhotra","comedy - aditya is a young man who does not believe in astrology, but when a friend makes his astrological chart and explains to him that he is fated to marry a woman whose name begins with the letter v, aditya decides to see for himself if this is true. *subtitles not available for this feature* - purab kohli, nandita das, rajiv gopalakrishnan",0.0,,hindi,2003.0,original,amusement,amusement
gully boy: live in concert,"music, documentary",5.4,0.0904,2019-02-14,"ranveer singh, alia bhatt, kalki koechlin, siddhant chaturvedi, divine",the revolution is here. witness gully rap rises from the streets of mumbai to the biggest stage in the history of indian hip-hop. this is an amazon prime exclusive documentary on film gully boy's music launch and concert in mumbai.,4.0,,hindi,2019.0,original,approval,approval
do kaliyan,"music, drama",4.0,0.615,1968-01-03,"biswajeet chatterjee, mala sinha, mehmood, om prakash, nigar sultana","proud, wealthy, and haughty kiran meets with down-to-earth middle-class fellow collegian, shekhar, and after several clashes and misunderstandings, both fall in love and decide to get married. shekhar meets with kiran's dominating mom and mousy dad, and is told that he must successfully pass a test that will be put to him through kiran's mom, to which he agrees.",1.0,,hindi,1968.0,original,love,love
rock on 2,"music, drama",4.625,0.4102,2016-11-11,"farhan akhtar, arjun rampal, purab kohli, shraddha kapoor, shashank arora","the musical drama is a sequel to the 2008 blockbuster 'rock on' that tells the story of four friends and their passion for music. this time around, the film centers around the regional conflict prevailing in the north eastern states of india.",12.0,,hindi,2016.0,original,love,love
anurodh,"music, drama",5.0,0.3329,1977-11-02,"rajesh khanna, nirupa roy, simple kapadia, govardhan asrani, ashok kumar","mr. choudhary does not approve of his son, arun, indulging in singing songs and music. he wants him to be a businessman like himself. out of fear of his father finding out about his continued indulgence, arun changes his name to sanjay kumar. he soon becomes a popular singer, and is even hired by the local radio station to sing songs. with his increasing popularity, the risk of his dad finding out the truth has also increased, and arun must try and keep his family life and his singing career a secret, but the question is how long will he continue to do this.",1.0,,hindi,1977.0,original,"caring, curiosity",caring
bawandar,"music, drama",6.0,0.2956,2000-11-17,"nandita das, raghubir yadav, deepti naval, rahul khanna, laila rouass","shoba t. mathur works for the central government in india and her job is to create awareness against child-marriage and other social evils that prevail due to general misinterpretation of the hindu shastras that demean women, particularly in dhabri, a village in the state of rajasthan. she does succeed in recruiting a young housewife, saanvri, the mother of a young girl, kamli, and wife of rickshaw driver, sohan. saanvri goes around the village raising awareness, and incurs the wrath of the village elders, mostly members of the gujjar family.",3.0,,hindi,2000.0,original,"anger, caring",anger
tera mera saath rahen,"music, drama",4.3,0.1465,2001-07-11,"ajay devgn, sonali bendre, namrata shirodkar, prem chopra","raj dixit lives with his younger brother, rahul, who is disabled, both mentally and physically, from birth. raj is also employed full-time, and after work, has the responsibility of looking after rahul, which leaves him no time for himself. his beautiful neighbor, suman gupta, is attracted to him, but he regards her as a friend only. when mr. khanna introduces him to his niece, madhuri, both instantly falls in love. the only problem is that madhuri will only marry raj, if rahul is institutionalized. raj agrees to get him admitted in a facility, much to madhuri's delight, and together they start to plan their marriage, not realizing that things are going to take a turn for the worse.",3.0,,hindi,2001.0,original,"joy, love",joy
mad about dance,"music, drama",4.5,0.137,2014-08-22,"saahil prem, amy maghera, salah benlemqawanssa, akhilesh unnithan, raashul tondon","essentially a dance film, it focuses on the youth, their dreams, anxieties, disappointments and hopes for their future. the film is based in the quaint and beautiful university town of sheffield and brings to light the stories of asian students who leave their home and country and go to study abroadtheir struggles, their heartbreaks, their trials and triumphs",2.0,,hindi,2014.0,original,"optimism, approval",optimism
dastak,"music, drama",1.0,0.1282,1970-12-31,"sanjeev kumar, rehana sultan, shakeela bano bhopali, anwar hussain, manmohan krishna","dastak (english: knock) is a 1996 hindi language indian feature film directed by mahesh bhatt, starring sushmita sen in her debut film supported by mukul dev with sharad kapoor as the psychopath.",3.0,,hindi,1970.0,original,"sadness, neutral",sadness
ghar grihasti,"music, drama",6.0,0.0883,2004-06-29,"aishwarya narkar, sulabha arya, sajid sheikh, laxmikant berde, guddi maruti","young, attractive, and compassionate janki deshmukh lives in a small flat with her elderly mom, basanti; her disabled father who is awaiting a court decision for compensation for losing his left arm; brother mangesh who is busy looking for a job; younger sister, sharuvir alias sharu; and a physically handicapped brother, banthu. she works as a receptionist, with an employer, jagdish, who secretly adores her.",0.0,,hindi,2004.0,original,"curiosity, love",curiosity
anubhuti,"music, drama",6.0,0.0214,2024-01-25,"aritra sengupta, ritwik bhattacharya, shamila bhattacharya","the mythical cowherdess radha and poet-saint meera vie for the attention of their blue-skinned paramour-god krishna. singled out by the poet jayadeva as lord krishnas favourite inamorata in his twelfth century epic love poem gita govinda, radha is often characterised by feelings of jealousy and heartbreak at krishnas eternal fickleness. meera, on the other hand, was a sixteenth century poet-saint whose relationship to krishna was one of constant devotion and unfulfilled yearning, sentiments immortalised in her poems that continue to be sung today as musical compositions.",0.0,,hindi,2024.0,original,"love, approval",love
